"";"category";"ID";"Description";"setSize";"enrichmentScore";"NES";"pvalue";"p.adjust";"qvalue";"rank";"leading_edge";"core_enrichment";"gene.descriptions"
"GO:0009060";"BP";"GO:0009060";"aerobic respiration";4;-0,439034752275197;-0,960468855354112;0,50187969924812;0,824685714285714;0,723408521303258;220;"tags=75%, list=26%, signal=56%";"CLM75_RS14030/CLM75_RS20065/CLM75_RS23070";"cytochrome-c oxidase, cbb3-type subunit I/cytochrome-c oxidase, cbb3-type subunit I/cytochrome o ubiquinol oxidase subunit I"
"GO:0016051";"BP";"GO:0016051";"carbohydrate biosynthetic process";2;0,563679245283019;0,955210126327906;0,551362683438155;0,824685714285714;0,723408521303258;372;"tags=100%, list=44%, signal=56%";"CLM75_RS06020/CLM75_RS01860";"glucan biosynthesis protein D/glucan biosynthesis protein G"
"GO:0006396";"BP";"GO:0006396";"RNA processing";3;0,472255017709563;0,940927088834168;0,575;0,824685714285714;0,723408521303258;450;"tags=100%, list=53%, signal=47%";"CLM75_RS07520/CLM75_RS23605/CLM75_RS25400";"23S rRNA methyltransferase/polynucleotide adenylyltransferase PcnB/multifunctional CCA addition/repair protein"
"GO:0006352";"BP";"GO:0006352";"DNA-templated transcription, initiation";2;0,553052627800153;0,937202273966498;0,580712788259958;0,824685714285714;0,723408521303258;24;"tags=50%, list=3%, signal=49%";"CLM75_RS22235";"sigma-70 family RNA polymerase sigma factor"
"GO:0008654";"BP";"GO:0008654";"phospholipid biosynthetic process";4;0,423719620077933;0,926868316508485;0,563829787234043;0,824685714285714;0,723408521303258;41;"tags=25%, list=5%, signal=24%";"CLM75_RS06240";"glycerol-3-phosphate 1-O-acyltransferase"
"GO:0002098";"BP";"GO:0002098";"tRNA wobble uridine modification";2;0,54214820598836;0,91872365474548;0,60167714884696;0,824685714285714;0,723408521303258;118;"tags=50%, list=14%, signal=43%";"CLM75_RS05415";"tRNA (cmo5U34)-methyltransferase"
"GO:0022900";"BP";"GO:0022900";"electron transport chain";2;-0,543710613752524;-0,90997677673394;0,619047619047619;0,824685714285714;0,723408521303258;72;"tags=50%, list=8%, signal=46%";"CLM75_RS00290";"cytochrome c oxidase subunit II"
"GO:0006974";"BP";"GO:0006974";"cellular response to DNA damage stimulus";2;-0,538915094339623;-0,901950795287671;0,624761904761905;0,824685714285714;0,723408521303258;394;"tags=100%, list=46%, signal=54%";"CLM75_RS10450";"hypothetical protein"
"GO:0018142";"BP";"GO:0018142";"protein-DNA covalent cross-linking";2;-0,538915094339623;-0,901950795287671;0,624761904761905;0,824685714285714;0,723408521303258;394;"tags=100%, list=46%, signal=54%";"CLM75_RS10450";"hypothetical protein"
"GO:0006281";"BP";"GO:0006281";"DNA repair";6;0,33175355450237;0,865671990743681;0,608597285067873;0,824685714285714;0,723408521303258;570;"tags=100%, list=67%, signal=33%";"CLM75_RS07120/CLM75_RS27350/CLM75_RS17095/CLM75_RS05810/CLM75_RS20640/CLM75_RS22065";"uracil-DNA glycosylase/exodeoxyribonuclease III/exodeoxyribonuclease III/endonuclease III/exodeoxyribonuclease V subunit beta/Nudix family hydrolase"
"GO:0006935";"BP";"GO:0006935";"chemotaxis";6;0,326507930720441;0,851984150717955;0,622171945701357;0,824685714285714;0,723408521303258;8;"tags=17%, list=1%, signal=17%";"CLM75_RS19425";"flagellar basal body-associated protein FliL"
"GO:0006364";"BP";"GO:0006364";"rRNA processing";2;0,508254716981132;0,861287791730811;0,693920335429769;0,8807450411224;0,772583369405614;419;"tags=100%, list=49%, signal=51%";"CLM75_RS26235/CLM75_RS24400";"Holliday junction resolvase RuvX/rRNA maturation RNase YbeY"
"GO:0006979";"BP";"GO:0006979";"response to oxidative stress";2;-0,507106437177933;-0,848714499022533;0,683809523809524;0,8807450411224;0,772583369405614;142;"tags=100%, list=17%, signal=83%";"CLM75_RS17180";"catalase"
"GO:0035435";"BP";"GO:0035435";"phosphate ion transmembrane transport";2;-0,475235849056604;-0,79537455251845;0,756190476190476;0,905900027314941;0,794649146767492;448;"tags=100%, list=53%, signal=47%";"CLM75_RS14360";"phosphate ABC transporter permease PtsA"
"GO:0007165";"BP";"GO:0007165";"signal transduction";12;0,233890214797136;0,784729056950066;0,745238095238095;0,905900027314941;0,794649146767492;654;"tags=100%, list=77%, signal=23%";"CLM75_RS19490/CLM75_RS26205/CLM75_RS23430/CLM75_RS22210/CLM75_RS26200/CLM75_RS22170/CLM75_RS21830/CLM75_RS18230/CLM75_RS04110/CLM75_RS09875/CLM75_RS13195/CLM75_RS13850";"PAS domain-containing sensor histidine kinase/chemotaxis protein CheW/diguanylate cyclase/two-component sensor histidine kinase/chemotaxis protein/sensor histidine kinase/two-component sensor histidine kinase/two-component sensor histidine kinase/methyl-accepting chemotaxis protein/methyl-accepting chemotaxis protein/chemotaxis protein/methyl-accepting chemotaxis protein"
"GO:0006139";"BP";"GO:0006139";"nucleobase-containing compound metabolic process";3;0,389603800114092;0,776251719289373;0,758333333333333;0,905900027314941;0,794649146767492;69;"tags=33%, list=8%, signal=31%";"CLM75_RS06170";"adenylate kinase"
"GO:0006310";"BP";"GO:0006310";"DNA recombination";3;-0,388694869524935;-0,760855758051326;0,768642447418738;0,905900027314941;0,794649146767492;270;"tags=67%, list=32%, signal=46%";"CLM75_RS14490/CLM75_RS20635";"integrase/exodeoxyribonuclease V subunit alpha"
"GO:0019700";"BP";"GO:0019700";"organic phosphonate catabolic process";2;0,424528301886792;0,719405116062858;0,838574423480084;0,969262295081967;0,850230083405235;490;"tags=100%, list=58%, signal=42%";"CLM75_RS17265/CLM75_RS08700";"phosphonoacetaldehyde hydrolase/alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase"
"GO:0008033";"BP";"GO:0008033";"tRNA processing";3;0,337662337662338;0,67276286851643;0,879166666666667;0,969262295081967;0,850230083405235;564;"tags=100%, list=66%, signal=34%";"CLM75_RS18895/CLM75_RS06405/CLM75_RS18395";"bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC/tRNA lysidine(34) synthetase TilS/tRNA-dihydrouridine synthase family protein"
"GO:0001522";"BP";"GO:0001522";"pseudouridine synthesis";3;0,334696556138289;0,666853806524721;0,889583333333333;0,969262295081967;0,850230083405235;214;"tags=67%, list=25%, signal=50%";"CLM75_RS24345/CLM75_RS05990";"pseudouridine synthase/RNA-binding protein S4"
"GO:0009451";"BP";"GO:0009451";"RNA modification";3;0,334696556138289;0,666853806524721;0,889583333333333;0,969262295081967;0,850230083405235;214;"tags=67%, list=25%, signal=50%";"CLM75_RS24345/CLM75_RS05990";"pseudouridine synthase/RNA-binding protein S4"
"GO:0071705";"BP";"GO:0071705";"nitrogen compound transport";3;0,328282637725542;0,654074631388805;0,895833333333333;0,969262295081967;0,850230083405235;85;"tags=33%, list=10%, signal=30%";"CLM75_RS17875";"amino acid ABC transporter permease"
"GO:0046417";"BP";"GO:0046417";"chorismate metabolic process";2;-0,387015469350948;-0,647725242874227;0,914285714285714;0,973271889400922;0,853747271404317;151;"tags=50%, list=18%, signal=41%";"CLM75_RS08010";"prephenate dehydratase"
"GO:0006520";"BP";"GO:0006520";"cellular amino acid metabolic process";2;0,359669811320755;0,60949600110881;0,937106918238994;0,981731057202755;0,861167594037505;545;"tags=100%, list=64%, signal=36%";"CLM75_RS25730/CLM75_RS11540";"low specificity L-threonine aldolase/lysine decarboxylase"
"GO:0003333";"BP";"GO:0003333";"amino acid transmembrane transport";2;-0,313672646524275;-0,524975633386629;0,988571428571429;0,995833333333333;0,873538011695906;176;"tags=50%, list=21%, signal=40%";"CLM75_RS26945";"amino acid ABC transporter ATP-binding protein"
"GO:0000103";"BP";"GO:0000103";"sulfate assimilation";2;-0,291393798470978;-0,487688823403346;0,992380952380952;0,995833333333333;0,873538011695906;202;"tags=100%, list=24%, signal=76%";"CLM75_RS03880";"sulfate adenylyltransferase subunit CysN"
"GO:0006812";"BP";"GO:0006812";"cation transport";3;0,23258559622196;0,463406591250828;0,995833333333333;0,995833333333333;0,873538011695906;653;"tags=100%, list=77%, signal=23%";"CLM75_RS26015/CLM75_RS11150/CLM75_RS10640";"sodium:proton antiporter/CusA/CzcA family heavy metal efflux RND transporter/glutathione-regulated potassium-efflux system protein KefB"
"GO:0009289";"CC";"GO:0009289";"pilus";2;0,998820754716981;1,66174599199702;7,31068923142988e-06;0,000109660338471448;8,46500858376091e-05;3;"tags=100%, list=0%, signal=100%";"CLM75_RS17845/CLM75_RS17820";"type 1 fimbrial protein/type 1 fimbrial protein"
"GO:0016020";"CC";"GO:0016020";"membrane";52;-0,335242211176141;-1,71493407983689;0,00874017551269377;0,0437008775634689;0,0337340107507479;285;"tags=73%, list=34%, signal=52%";"CLM75_RS11150/CLM75_RS18230/CLM75_RS14675/CLM75_RS04110/CLM75_RS12035/CLM75_RS12185/CLM75_RS13170/CLM75_RS14625/CLM75_RS11470/CLM75_RS14280/CLM75_RS26645/CLM75_RS14365/CLM75_RS14430/CLM75_RS12205/CLM75_RS09875/CLM75_RS12080/CLM75_RS20335/CLM75_RS16395/CLM75_RS19960/CLM75_RS13195/CLM75_RS11895/CLM75_RS14360/CLM75_RS17175/CLM75_RS13850/CLM75_RS12830/CLM75_RS09265/CLM75_RS03220/CLM75_RS06835/CLM75_RS13895/CLM75_RS16755/CLM75_RS10650/CLM75_RS16750/CLM75_RS23065/CLM75_RS09655/CLM75_RS00290/CLM75_RS16550/CLM75_RS11030/CLM75_RS11025";"CusA/CzcA family heavy metal efflux RND transporter/two-component sensor histidine kinase/lysine transporter LysE/methyl-accepting chemotaxis protein/sugar ABC transporter permease/chloride channel protein/EamA family transporter/amino acid permease/microcin C ABC transporter permease YejB/chemotaxis protein/putrescine ABC transporter permease PotI/phosphate ABC transporter permease subunit PstC/LysE family translocator/phosphatidylcholine synthase/methyl-accepting chemotaxis protein/RND transporter/hypothetical protein/voltage-gated chloride channel protein/aquaporin Z/chemotaxis protein/lysine transporter LysE/phosphate ABC transporter permease PtsA/cytochrome b/methyl-accepting chemotaxis protein/amino acid permease/BCCT transporter/peptidase A24/multidrug efflux RND transporter permease subunit/4-amino-4-deoxy-L-arabinose-phospho-UDP flippase/NADH-quinone oxidoreductase subunit NuoI/amino acid metabolite efflux pump/NADH-quinone oxidoreductase subunit NuoH/cytochrome o ubiquinol oxidase subunit III/polysaccharide export protein/cytochrome c oxidase subunit II/hypothetical protein/MacB family efflux pump subunit/macrolide transporter subunit MacA"
"GO:0009425";"CC";"GO:0009425";"bacterial-type flagellum basal body";3;0,841305050372752;1,66089460597742;0,00811359995097564;0,0437008775634689;0,0337340107507479;33;"tags=67%, list=4%, signal=64%";"CLM75_RS19425/CLM75_RS19420";"flagellar basal body-associated protein FliL/flagellar motor switch protein FliM"
"GO:0030288";"CC";"GO:0030288";"outer membrane-bounded periplasmic space";4;0,749787335879889;1,66201419936847;0,0235811477169072;0,0884293039384018;0,0682612170752576;4;"tags=50%, list=0%, signal=50%";"CLM75_RS17850/CLM75_RS17815";"molecular chaperone/phytochrome sensor protein"
"GO:0005886";"CC";"GO:0005886";"plasma membrane";4;0,655467688465356;1,45294079177561;0,104384133611691;0,313152400835073;0,2417316778376;66;"tags=50%, list=8%, signal=46%";"CLM75_RS06240/CLM75_RS08620";"glycerol-3-phosphate 1-O-acyltransferase/cytochrome c maturation protein CcmE"
"GO:0009279";"CC";"GO:0009279";"cell outer membrane";2;-0,779312422461302;-1,3202446001583;0,127862595419847;0,319656488549618;0,246752377126021;20;"tags=100%, list=2%, signal=98%";"CLM75_RS11255";"TonB-dependent siderophore receptor"
"GO:0016021";"CC";"GO:0016021";"integral component of membrane";50;-0,209546587898485;-1,0609186748419;0,3796875;0,692227619708536;0,534351145038168;220;"tags=52%, list=26%, signal=41%";"CLM75_RS13115/CLM75_RS11930/CLM75_RS06800/CLM75_RS14365/CLM75_RS09875/CLM75_RS23145/CLM75_RS17455/CLM75_RS14030/CLM75_RS19960/CLM75_RS13195/CLM75_RS17175/CLM75_RS10640/CLM75_RS13850/CLM75_RS23060/CLM75_RS25895/CLM75_RS23055/CLM75_RS18850/CLM75_RS06835/CLM75_RS13895/CLM75_RS10650/CLM75_RS20065/CLM75_RS23070/CLM75_RS19720/CLM75_RS00290/CLM75_RS12850/CLM75_RS12855";"outer membrane porin, OprD family/DNA-directed RNA polymerase sigma-70 factor/MFS transporter/phosphate ABC transporter permease subunit PstC/methyl-accepting chemotaxis protein/murein hydrolase regulator LrgA/copper resistance protein CopD/cytochrome-c oxidase, cbb3-type subunit I/aquaporin Z/chemotaxis protein/cytochrome b/glutathione-regulated potassium-efflux system protein KefB/methyl-accepting chemotaxis protein/cytochrome o ubiquinol oxidase subunit IV/multidrug transporter subunit MdtD/protoheme IX farnesyltransferase/ABC transporter ATP-binding protein/multidrug efflux RND transporter permease subunit/4-amino-4-deoxy-L-arabinose-phospho-UDP flippase/amino acid metabolite efflux pump/cytochrome-c oxidase, cbb3-type subunit I/cytochrome o ubiquinol oxidase subunit I/cobalamin biosynthesis protein/cytochrome c oxidase subunit II/type I secretion system permease/ATPase/HlyD family type I secretion periplasmic adaptor subunit"
"GO:0009318";"CC";"GO:0009318";"exodeoxyribonuclease VII complex";2;0,633254716981132;1,05355088276553;0,422594142259414;0,692227619708536;0,534351145038168;313;"tags=100%, list=37%, signal=63%";"CLM75_RS24690/CLM75_RS22615";"exodeoxyribonuclease 7 small subunit/exodeoxyribonuclease VII large subunit"
"GO:0043190";"CC";"GO:0043190";"ATP-binding cassette (ABC) transporter complex";5;0,414031800047982;1,00204691289386;0,42483660130719;0,692227619708536;0,534351145038168;371;"tags=80%, list=44%, signal=45%";"CLM75_RS17875/CLM75_RS11500/CLM75_RS05360/CLM75_RS01205";"amino acid ABC transporter permease/ABC transporter substrate-binding protein/LPS export ABC transporter permease LptF/cystine ABC transporter permease"
"GO:0009338";"CC";"GO:0009338";"exodeoxyribonuclease V complex";2;-0,590801886792453;-1,00088613798506;0,50763358778626;0,692227619708536;0,534351145038168;350;"tags=100%, list=41%, signal=59%";"CLM75_RS20635";"exodeoxyribonuclease V subunit alpha"
"GO:0019867";"CC";"GO:0019867";"outer membrane";4;0,431401039084169;0,956264020835717;0,488517745302714;0,692227619708536;0,534351145038168;125;"tags=75%, list=15%, signal=64%";"CLM75_RS17085/CLM75_RS24805/CLM75_RS02495";"outer membrane protein assembly factor/membrane protein/channel protein TolC"
"GO:0005887";"CC";"GO:0005887";"integral component of plasma membrane";3;0,396416715501175;0,782601250525563;0,726;0,833571428571429;0,643458646616541;218;"tags=67%, list=26%, signal=50%";"CLM75_RS08045/CLM75_RS23210";"hypothetical protein/sulfate transporter CysZ"
"GO:0042597";"CC";"GO:0042597";"periplasmic space";10;0,226340981747081;0,737775312378136;0,761363636363636;0,833571428571429;0,643458646616541;392;"tags=70%, list=46%, signal=38%";"CLM75_RS00455/CLM75_RS26000/CLM75_RS22425/CLM75_RS06020/CLM75_RS04995/CLM75_RS01860/CLM75_RS26660";"hypothetical protein/cytochrome c/protein disulfide-isomerase/glucan biosynthesis protein D/mannuronate-specific alginate lyase/glucan biosynthesis protein G/polyamine ABC transporter substrate-binding protein"
"GO:0045278";"CC";"GO:0045278";"plasma membrane respiratory chain complex IV";3;0,370157145876401;0,730759914822476;0,778;0,833571428571429;0,643458646616541;42;"tags=33%, list=5%, signal=32%";"CLM75_RS20045";"cytochrome-c oxidase, cbb3-type subunit I"
"GO:0005737";"CC";"GO:0005737";"cytoplasm";14;0,172769308942408;0,633224636521308;0,903981264637002;0,903981264637002;0,697810099018037;264;"tags=43%, list=31%, signal=30%";"CLM75_RS20110/CLM75_RS01820/CLM75_RS07790/CLM75_RS02770/CLM75_RS07830/CLM75_RS03595";"oxygen-independent coproporphyrinogen III oxidase/histidine ammonia-lyase/preQ(1) synthase/ammonia-dependent NAD(+) synthetase/transaldolase/D-alanine--D-alanine ligase"
